[27/Feb/2014:16:55:01 +0000] | 165.65.122.115 | /stats2/segment | ?country=125&country=125&gender=2&education=0&age=30 | + | 2738 | 243
[28/Feb/2014:01:49:35 +0000] | 137.132.3.10 | /stats2/segment | ?&country=154&gender=0&education=4&age=30 | + | 2931 | 218
[28/Feb/2014:01:50:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 1246298 | 14
[28/Feb/2014:01:50:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 1521393 | 70211
[28/Feb/2014:01:50:05 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 9317 | 548
[28/Feb/2014:01:50:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 8266 | 528
[28/Feb/2014:01:50:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 2978 | 545
[28/Feb/2014:01:50:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 2127 | 546
[28/Feb/2014:01:50:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 15072 | 533
[28/Feb/2014:01:50:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 7350 | 531
[28/Feb/2014:01:50:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 2851911 | 547
[28/Feb/2014:01:50:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 2864133 | 537
[28/Feb/2014:01:50:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 3483979 | 546
[28/Feb/2014:01:50:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 3506875 | 546
[28/Feb/2014:01:51:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 934 | 14
[28/Feb/2014:01:52:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 1206 | 14
[28/Feb/2014:01:52:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 809992 | 70211
[28/Feb/2014:01:52:25 +0000] | 54.227.246.164 | /stats2/segment |  | - | 3926 | 660
[28/Feb/2014:01:52:25 +0000] | 110.77.228.179 | /stats/totalvotes |  | + | 11364 | 45
[28/Feb/2014:01:52:26 +0000] | 110.77.228.179 | /static/map_stats.json |  | + | 309614 | 55206
[28/Feb/2014:01:52:27 +0000] | 110.77.228.179 | /static/segment_comparison.json |  | + | 468 | 10149
[28/Feb/2014:01:52:28 +0000] | 110.77.228.179 | /stats/public/segment | ?&country=37&gender=0&age_ub=140 | + | 164902 | 508
[28/Feb/2014:01:52:59 +0000] | 110.77.177.225 | /stats/totalvotes |  | + | 1775 | 45
[28/Feb/2014:01:53:00 +0000] | 110.77.177.225 | /static/map_stats.json |  | + | 336166 | 55206
[28/Feb/2014:01:53:01 +0000] | 110.77.177.225 | /static/segment_comparison.json |  | + | 435 | 10149
[28/Feb/2014:01:53:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 904 | 14
[28/Feb/2014:01:53:03 +0000] | 110.77.177.225 | /stats/public/segment | ?&country=17&gender=0&age_ub=140 | + | 61040 | 498
[28/Feb/2014:01:53:46 +0000] | 201.87.38.228 | /stats/totalvotes |  | + | 1747 | 45
[28/Feb/2014:01:53:48 +0000] | 201.87.38.228 | /static/map_stats.json |  | + | 584 | 55206
[28/Feb/2014:01:53:49 +0000] | 201.87.38.228 | /static/segment_comparison.json |  | + | 398 | 10149
[28/Feb/2014:01:53:49 +0000] | 201.87.38.228 | /stats/public/segment | ?&country=96&gender=0&age_ub=140 | + | 58044 | 500
[28/Feb/2014:01:54:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 974 | 14
[28/Feb/2014:01:54:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 15526 | 70211
[28/Feb/2014:01:54:26 +0000] | 115.133.223.3 | /stats/totalvotes |  | + | 1839 | 45
[28/Feb/2014:01:55:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 675 | 14
[28/Feb/2014:01:55:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 22889003 | 537
[28/Feb/2014:01:55:28 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 5564164 | 528
[28/Feb/2014:01:55:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 49404922 | 546
[28/Feb/2014:01:56:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 769 | 14
[28/Feb/2014:01:56:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 14728 | 70211
[28/Feb/2014:01:55:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 61706314 | 546
[28/Feb/2014:01:55:34 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 48356402 | 545
[28/Feb/2014:01:56:07 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 20610531 | 533
[28/Feb/2014:01:56:22 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 15608643 | 531
[28/Feb/2014:01:55:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 94419975 | 547
[28/Feb/2014:01:55:55 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 49419044 | 546
[28/Feb/2014:01:55:05 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 100607534 | 548
[28/Feb/2014:01:57:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 604 | 14
[28/Feb/2014:01:58:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 749 | 14
[28/Feb/2014:01:58:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 12583 | 70211
[28/Feb/2014:01:59:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 975 | 14
[28/Feb/2014:01:58:05 +0000] | 127.0.0.1 | /stats/public/map | ? | - | 63417597 | 752
[28/Feb/2014:02:00:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 163179 | 14
[28/Feb/2014:02:00:02 +0000] | 54.227.246.164 | /stats2/segment_comparison |  | - | 567697 | 10149
[28/Feb/2014:02:00:02 +0000] | 54.227.246.164 | /stats2/map_stats |  | - | 799960 | 55206
[28/Feb/2014:02:00:03 +0000] | 54.227.246.164 | /stats/public/recent_votes |  | - | 11342 | 4593
[28/Feb/2014:02:00:03 +0000] | 54.227.246.164 | /stats/partners |  | - | 15469 | 70211
[28/Feb/2014:02:00:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 1418 | 537
[28/Feb/2014:02:00:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 11393 | 546
[28/Feb/2014:02:00:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 13585 | 547
[28/Feb/2014:02:00:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 13542 | 546
[28/Feb/2014:02:00:05 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 6869 | 548
[28/Feb/2014:02:00:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 11647 | 545
[28/Feb/2014:02:00:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 11106 | 546
[28/Feb/2014:02:00:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 12638 | 533
[28/Feb/2014:02:00:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 9657 | 528
[28/Feb/2014:02:00:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 10225 | 531
[28/Feb/2014:02:00:02 +0000] | 54.227.246.164 | /stats/segment | ?&hdi=4 | - | 6688821 | 531
[28/Feb/2014:02:00:09 +0000] | 54.227.246.164 | /stats/partner_rankings |  | - | 36152455 | 80742
[28/Feb/2014:02:01:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 697 | 14
[28/Feb/2014:02:00:45 +0000] | 54.227.246.164 | /stats/segment |  | - | 36742308 | 548
[28/Feb/2014:02:01:21 +0000] | 54.227.246.164 | /stats/segment | ?&country=0&gender=0&education=0 | - | 32596584 | 548
[28/Feb/2014:02:01:54 +0000] | 54.227.246.164 | /stats/segment | ?&education=1 | - | 4417128 | 532
[28/Feb/2014:02:02:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 659 | 14
[28/Feb/2014:02:02:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 14139 | 70211
[28/Feb/2014:02:01:58 +0000] | 54.227.246.164 | /stats/segment | ?&gender=1 | - | 22592455 | 546
[28/Feb/2014:02:02:21 +0000] | 54.227.246.164 | /stats/segment | ?&education=2 | - | 7546862 | 538
[28/Feb/2014:02:02:35 +0000] | 54.227.246.164 | /stats2/segment |  | - | 2344 | 660
[28/Feb/2014:02:02:35 +0000] | 82.114.178.79 | /stats/totalvotes |  | + | 9415 | 45
[28/Feb/2014:02:02:29 +0000] | 54.227.246.164 | /stats/segment | ?&gender=2 | - | 15246313 | 546
[28/Feb/2014:02:02:44 +0000] | 54.227.246.164 | /stats/segment | ?&education=3 | - | 8654037 | 537
[28/Feb/2014:02:02:52 +0000] | 82.114.178.79 | /static/map_stats.json |  | + | 360687 | 55206
[28/Feb/2014:02:02:54 +0000] | 82.114.178.79 | /static/segment_comparison.json |  | + | 523 | 10149
[28/Feb/2014:02:02:55 +0000] | 82.114.178.79 | /stats/public/segment | ?&country=37&gender=0&age_ub=140 | + | 468765 | 508
[28/Feb/2014:02:03:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 990 | 14
[28/Feb/2014:02:02:53 +0000] | 54.227.246.164 | /stats/segment | ?&age_ub=34 | - | 29272116 | 547
[28/Feb/2014:02:03:22 +0000] | 54.227.246.164 | /stats/segment | ?&education=4 | - | 15234405 | 546
[28/Feb/2014:02:03:37 +0000] | 54.227.246.164 | /stats/segment | ?&age_lb=35&age_ub=54 | - | 6741665 | 537
[28/Feb/2014:02:03:44 +0000] | 54.227.246.164 | /stats/segment | ?&age_lb=55 | - | 2284643 | 528
[28/Feb/2014:02:03:46 +0000] | 54.227.246.164 | /stats/segment | ?&hdi=1 | - | 15086324 | 545
[28/Feb/2014:02:04:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 791 | 14
[28/Feb/2014:02:04:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 9279 | 70211
[28/Feb/2014:02:04:01 +0000] | 54.227.246.164 | /stats/segment | ?&hdi=2 | - | 20630987 | 546
[28/Feb/2014:02:04:22 +0000] | 54.227.246.164 | /stats/segment | ?&hdi=3 | - | 4424649 | 533
[28/Feb/2014:02:05:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 626 | 14
[28/Feb/2014:02:05:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 1318 | 537
[28/Feb/2014:02:05:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 2702 | 546
[28/Feb/2014:02:05:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 3902 | 546
[28/Feb/2014:02:05:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 4719 | 547
[28/Feb/2014:02:05:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 4160 | 545
[28/Feb/2014:02:05:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 4453 | 546
[28/Feb/2014:02:05:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 4409 | 533
[28/Feb/2014:02:05:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 5036 | 528
[28/Feb/2014:02:05:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 3508 | 531
[28/Feb/2014:02:05:05 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 2711 | 548
[28/Feb/2014:02:04:26 +0000] | 54.227.246.164 | /stats/ |  | - | 71590418 | 205
[28/Feb/2014:02:05:38 +0000] | 54.227.246.164 | /stats/tseries/2013-03-22/2013-03-08 |  | X | 229170 | 487959
[28/Feb/2014:02:06:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 883 | 14
[28/Feb/2014:02:06:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 10537 | 70211
[28/Feb/2014:02:06:23 +0000] | 66.44.120.66 | /stats2/value_list | ?dim=partner | + | 35818 | 14322
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/demographics |  | + | 13640 | 1189
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ? | + | 4897 | 253
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&country=0&gender=0&education=0 | + | 2777 | 252
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&gender=1 | + | 2518 | 248
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&gender=2 | + | 2538 | 251
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&education=1 | + | 3434 | 247
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&education=2 | + | 5004 | 248
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&age=30 | + | 4036 | 254
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&age=15 | + | 5545 | 249
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&education=4 | + | 8107 | 250
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&education=3 | + | 12588 | 245
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&age=45 | + | 4309 | 249
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&age=60 | + | 2431 | 247
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&age=61 | + | 6832 | 237
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&hdi=1 | + | 194133 | 363
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&hdi=2 | + | 194169 | 368
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&hdi=3 | + | 188406 | 367
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/segment | ?&hdi=4 | + | 181030 | 357
[28/Feb/2014:02:06:24 +0000] | 66.44.120.66 | /stats2/countries |  | + | 742149 | 32391
[28/Feb/2014:02:06:32 +0000] | 127.0.0.1 | * |  | - | 187 | 0
[28/Feb/2014:02:06:44 +0000] | 49.230.71.28 | /stats/totalvotes |  | + | 1426 | 45
[28/Feb/2014:02:06:45 +0000] | 117.195.2.79 | /stats/totalvotes |  | + | 1350 | 45
[28/Feb/2014:02:07:00 +0000] | 49.230.71.28 | /static/map_stats.json |  | + | 627148 | 55206
[28/Feb/2014:02:07:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 749846 | 14
[28/Feb/2014:02:07:02 +0000] | 49.230.71.28 | /static/segment_comparison.json |  | + | 494 | 10149
[28/Feb/2014:02:07:24 +0000] | 68.180.224.176 | /index.html |  | + | 494 | 97
[28/Feb/2014:02:07:56 +0000] | 66.44.120.66 | /stats2/segment | ?&continent=1&gender=0&education=0 | + | 34873 | 380
[28/Feb/2014:02:08:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 669 | 14
[28/Feb/2014:02:08:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 8369 | 70211
[28/Feb/2014:02:08:35 +0000] | 82.114.178.79 | /stats/public/segment | ?country=191 | + | 3541259 | 530
[28/Feb/2014:02:08:39 +0000] | 82.114.178.79 | /stats/public/segment | ?&country=191&gender=1&age_ub=34 | + | 1001896 | 525
[28/Feb/2014:02:08:35 +0000] | 82.114.178.79 | /stats/public/sampleSimilar | ?choices=2,3,5,10,11,12 | + | 20299482 | 3310
[28/Feb/2014:02:09:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 669 | 14
[28/Feb/2014:02:10:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 752 | 14
[28/Feb/2014:02:10:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 8588 | 70211
[28/Feb/2014:02:11:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 605 | 14
[28/Feb/2014:02:10:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 61370776 | 546
[28/Feb/2014:02:10:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 76708026 | 546
[28/Feb/2014:02:11:22 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 7176690 | 528
[28/Feb/2014:02:11:07 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 27496524 | 537
[28/Feb/2014:02:10:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 105805209 | 547
[28/Feb/2014:02:12:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 693 | 14
[28/Feb/2014:02:12:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 15201 | 70211
[28/Feb/2014:02:10:05 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 126824280 | 548
[28/Feb/2014:02:11:51 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 21027418 | 533
[28/Feb/2014:02:12:14 +0000] | 70.24.246.183 | /stats/totalvotes |  | + | 2807 | 45
[28/Feb/2014:02:12:17 +0000] | 70.24.246.183 | /static/map_stats.json |  | + | 605 | 55206
[28/Feb/2014:02:12:17 +0000] | 70.24.246.183 | /static/segment_comparison.json |  | + | 452 | 10149
[28/Feb/2014:02:12:17 +0000] | 70.24.246.183 | /stats/public/segment | ?&country=121&gender=0&age_ub=140 | + | 544672 | 507
[28/Feb/2014:02:11:29 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 51347353 | 545
[28/Feb/2014:02:12:12 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 15277826 | 531
[28/Feb/2014:02:11:34 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 55569755 | 546
[28/Feb/2014:02:10:05 +0000] | 127.0.0.1 | /stats/public/map | ? | - | 175338023 | 752
[28/Feb/2014:02:13:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 1349 | 14
[28/Feb/2014:02:14:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 845 | 14
[28/Feb/2014:02:14:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 12198 | 70211
[28/Feb/2014:02:14:34 +0000] | 54.227.246.164 | /stats2/segment |  | - | 2484 | 660
[28/Feb/2014:02:14:34 +0000] | 195.184.199.180 | /stats/totalvotes |  | + | 8543 | 45
[28/Feb/2014:02:14:35 +0000] | 195.184.199.180 | /static/map_stats.json |  | + | 144913 | 55206
[28/Feb/2014:02:14:35 +0000] | 195.184.199.180 | /static/segment_comparison.json |  | + | 397 | 10149
[28/Feb/2014:02:14:35 +0000] | 195.184.199.180 | /stats/public/segment | ?&country=193&gender=0&age_ub=140 | + | 267343 | 513
[28/Feb/2014:02:15:01 +0000] | 54.227.246.164 | /stats2/segment_comparison |  | - | 1936 | 10149
[28/Feb/2014:02:15:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 884 | 14
[28/Feb/2014:02:15:01 +0000] | 54.227.246.164 | /stats2/map_stats |  | - | 298354 | 55206
[28/Feb/2014:02:15:01 +0000] | 54.227.246.164 | /stats/public/recent_votes |  | - | 6157 | 4592
[28/Feb/2014:02:15:05 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 3107 | 548
[28/Feb/2014:02:15:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 4090 | 546
[28/Feb/2014:02:15:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 5613 | 547
[28/Feb/2014:02:15:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 5514 | 546
[28/Feb/2014:02:15:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 8010 | 537
[28/Feb/2014:02:15:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 4630 | 545
[28/Feb/2014:02:15:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 3863 | 528
[28/Feb/2014:02:15:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 5255 | 533
[28/Feb/2014:02:15:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 4498 | 546
[28/Feb/2014:02:15:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 3656 | 531
[28/Feb/2014:02:16:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 640 | 14
[28/Feb/2014:02:16:01 +0000] | 54.227.246.164 | /stats/partners |  | - | 11031 | 70211
[28/Feb/2014:02:17:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 659 | 14
[28/Feb/2014:02:18:02 +0000] | 54.227.246.164 | /stats/ping |  | - | 1002 | 14
[28/Feb/2014:02:18:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 11811 | 70211
[28/Feb/2014:02:18:09 +0000] | 114.108.235.103 | /stats/totalvotes |  | + | 1299 | 45
[28/Feb/2014:02:18:17 +0000] | 114.108.235.103 | /static/map_stats.json |  | + | 469 | 55206
[28/Feb/2014:02:18:18 +0000] | 114.108.235.103 | /static/segment_comparison.json |  | + | 445 | 10149
[28/Feb/2014:02:18:19 +0000] | 114.108.235.103 | /stats/public/segment | ?&country=37&gender=0&age_ub=140 | + | 177452 | 508
[28/Feb/2014:02:19:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 716 | 14
[28/Feb/2014:02:20:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 665 | 14
[28/Feb/2014:02:20:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 8751 | 70211
[28/Feb/2014:02:20:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 1335 | 537
[28/Feb/2014:02:20:05 +0000] | 127.0.0.1 | /stats/public/segment | ? | + | 3005 | 548
[28/Feb/2014:02:20:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 4852 | 546
[28/Feb/2014:02:20:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_ub=34 | + | 6075 | 547
[28/Feb/2014:02:20:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=1 | + | 5888 | 546
[28/Feb/2014:02:20:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=1 | + | 4722 | 545
[28/Feb/2014:02:20:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=2 | + | 5333 | 546
[28/Feb/2014:02:20:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=3 | + | 4867 | 533
[28/Feb/2014:02:20:05 +0000] | 127.0.0.1 | /stats/public/segment | ?hdi=4 | + | 4888 | 531
[28/Feb/2014:02:20:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 4396 | 528
[28/Feb/2014:02:21:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 703 | 14
[28/Feb/2014:02:22:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 758 | 14
[28/Feb/2014:02:22:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 8750 | 70211
[28/Feb/2014:02:23:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 752 | 14
[28/Feb/2014:02:22:05 +0000] | 127.0.0.1 | /stats/public/map | ? | - | 60900079 | 752
[28/Feb/2014:02:23:10 +0000] | 114.108.235.103 | /stats2/value_list | ?dim=partner | + | 35185 | 14322
[28/Feb/2014:02:23:10 +0000] | 114.108.235.103 | /stats2/segment | ? | + | 2369 | 253
[28/Feb/2014:02:23:10 +0000] | 114.108.235.103 | /stats2/demographics |  | + | 16959 | 1193
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/segment | ?&gender=1 | + | 2732 | 248
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/segment | ?&country=0&gender=0&education=0 | + | 2537 | 253
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/segment | ?&education=1 | + | 8134 | 248
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/segment | ?&education=2 | + | 4003 | 250
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/segment | ?&gender=2 | + | 28416 | 251
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/segment | ?&education=3 | + | 3603 | 247
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/segment | ?&education=4 | + | 5366 | 252
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/segment | ?&age=15 | + | 3832 | 249
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/segment | ?&age=30 | + | 5411 | 253
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/segment | ?&age=45 | + | 2952 | 250
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/segment | ?&age=60 | + | 2685 | 247
[28/Feb/2014:02:23:11 +0000] | 114.108.235.103 | /stats2/countries |  | + | 645232 | 32401
[28/Feb/2014:02:23:12 +0000] | 114.108.235.103 | /stats2/segment | ?&age=61 | + | 2763 | 233
[28/Feb/2014:02:23:12 +0000] | 114.108.235.103 | /stats2/segment | ?&hdi=1 | + | 53164 | 362
[28/Feb/2014:02:23:12 +0000] | 114.108.235.103 | /stats2/segment | ?&hdi=2 | + | 52017 | 366
[28/Feb/2014:02:23:12 +0000] | 114.108.235.103 | /stats2/segment | ?&hdi=3 | + | 61486 | 366
[28/Feb/2014:02:23:12 +0000] | 114.108.235.103 | /stats2/segment | ?&hdi=4 | + | 63761 | 361
[28/Feb/2014:02:23:18 +0000] | 127.0.0.1 | * |  | - | 164 | 0
[28/Feb/2014:02:24:01 +0000] | 114.108.235.103 | /stats2/segment | ?&country=134&gender=0&education=0 | + | 3121 | 242
[28/Feb/2014:02:24:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 723 | 14
[28/Feb/2014:02:24:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 8298 | 70211
[28/Feb/2014:02:24:17 +0000] | 114.108.235.103 | /stats2/segment | ?&country=134&gender=1&education=0 | + | 225148 | 242
[28/Feb/2014:02:24:24 +0000] | 114.108.235.103 | /stats2/segment | ?&country=134&gender=0&education=0 | + | 1667 | 242
[28/Feb/2014:02:24:36 +0000] | 114.108.235.103 | /stats2/segment | ?&country=134&gender=0&education=1 | + | 2830 | 239
[28/Feb/2014:02:24:39 +0000] | 114.108.235.103 | /stats2/segment | ?&country=134&gender=0&education=4 | + | 3521 | 232
[28/Feb/2014:02:24:44 +0000] | 114.108.235.103 | /stats2/segment | ?&country=134&gender=0&education=3 | + | 2734 | 236
[28/Feb/2014:02:25:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 752 | 14
[28/Feb/2014:02:25:05 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=35&age_ub=54 | + | 25276818 | 537
[28/Feb/2014:02:25:31 +0000] | 127.0.0.1 | /stats/public/segment | ?age_lb=55 | + | 6900015 | 528
[28/Feb/2014:02:26:01 +0000] | 54.227.246.164 | /stats/ping |  | - | 907 | 14
[28/Feb/2014:02:25:05 +0000] | 127.0.0.1 | /stats/public/segment | ?gender=2 | + | 56667250 | 546
[28/Feb/2014:02:26:02 +0000] | 54.227.246.164 | /stats/partners |  | - | 763689 | 70211
